customer_id,signup_date,contract_type,region,age,industry,company_size,account_manager_assigned,churned
2363,2020-11-17,biennial,South,58,Healthcare,Medium,False,0
2364,2023-11-09,annual,West,62,Manufacturing,Small,False,1
2365,2020-05-28,monthly,North,38,Finance,Small,True,0
2366,2022-03-30,biennial,North,42,Manufacturing,Enterprise,True,0
2367,2024-01-25,annual,East,45,Healthcare,Small,True,0
2368,2022-08-23,biennial,East,64,Tech,Medium,True,0
2369,2022-12-24,monthly,East,37,Manufacturing,Enterprise,True,0
2370,2022-10-27,biennial,North,41,Manufacturing,Medium,True,1
2371,2022-04-08,annual,East,65,Retail,Medium,True,0
2372,2020-12-17,biennial,West,29,Finance,Medium,True,0
2373,2020-04-16,annual,South,19,Healthcare,Enterprise,True,0
2374,2023-02-26,annual,East,47,Manufacturing,Enterprise,False,0
2375,2021-08-06,monthly,South,32,Tech,Enterprise,False,0
2376,2021-12-29,monthly,North,57,Finance,Enterprise,False,1
2377,2022-10-22,biennial,West,58,Manufacturing,Medium,False,1
2378,2022-09-05,annual,North,39,Finance,Medium,False,0
2379,2022-05-01,annual,South,47,Healthcare,Small,True,0
2380,2020-08-22,biennial,West,34,Healthcare,Small,True,0
2381,2020-05-19,biennial,West,53,Finance,Small,True,0
2382,2021-02-25,biennial,East,37,Finance,Medium,False,0
2383,2023-07-29,biennial,West,19,Retail,Enterprise,True,0
2384,2024-06-26,biennial,East,54,Healthcare,Medium,True,0
2385,2020-10-04,annual,West,33,Healthcare,Enterprise,True,0
2386,2023-04-13,annual,North,24,Healthcare,Small,True,0
2387,2022-12-22,monthly,East,29,Retail,Enterprise,False,0
2388,2022-11-12,biennial,West,40,Retail,Medium,False,0
2389,2021-11-05,annual,East,58,Tech,Enterprise,False,0
2390,2023-10-20,biennial,West,32,Healthcare,Medium,False,0
2391,2023-03-31,annual,West,28,Retail,Medium,False,0
2392,2020-03-06,monthly,East,66,Healthcare,Enterprise,True,1
2393,2022-12-29,biennial,North,42,Manufacturing,Enterprise,False,0
2394,2023-02-12,annual,West,30,Tech,Enterprise,True,0
2395,2022-12-24,monthly,North,56,Manufacturing,Enterprise,False,1
2396,2021-04-27,monthly,East,57,Retail,Small,False,0
2397,2023-07-14,biennial,North,41,Tech,Enterprise,False,0
2398,2022-08-23,biennial,South,72,Retail,Medium,False,0
2399,2020-09-04,biennial,South,29,Healthcare,Enterprise,True,0
2400,2024-05-12,annual,South,36,Tech,Small,True,0
2401,2022-11-27,biennial,West,47,Retail,Enterprise,False,0
2402,2023-12-05,monthly,South,47,Manufacturing,Enterprise,True,0
2403,2022-07-12,biennial,East,73,Retail,Small,False,0
2404,2024-01-27,biennial,North,18,Tech,Enterprise,False,0
2405,2024-03-19,biennial,West,73,Healthcare,Small,False,0
2406,2021-08-26,annual,North,63,Manufacturing,Enterprise,True,0
2407,2023-07-11,annual,West,70,Tech,Medium,False,0
2408,2024-05-07,biennial,North,41,Healthcare,Enterprise,False,0
2409,2023-06-03,annual,North,24,Retail,Medium,True,0
2410,2022-10-30,biennial,South,41,Healthcare,Enterprise,False,0
2411,2021-11-01,monthly,South,68,Healthcare,Small,False,0
2412,2024-03-09,monthly,East,59,Tech,Medium,False,1
2413,2021-04-18,monthly,East,39,Finance,Enterprise,False,0
2414,2023-04-11,annual,West,62,Finance,Enterprise,False,0
2415,2021-11-30,biennial,North,66,Retail,Small,False,1
2416,2020-11-10,monthly,South,74,Finance,Enterprise,False,1
2417,2020-09-15,biennial,East,37,Retail,Enterprise,False,0
2418,2021-01-14,annual,West,61,Finance,Small,True,0
2419,2023-02-04,monthly,East,72,Healthcare,Medium,True,0
2420,2023-12-05,monthly,South,55,Finance,Small,True,0
2421,2022-01-30,annual,East,64,Manufacturing,Enterprise,False,0
2422,2020-11-08,annual,South,40,Retail,Enterprise,False,0
2423,2022-12-28,biennial,East,42,Healthcare,Enterprise,True,0
2424,2021-12-30,biennial,West,29,Healthcare,Medium,True,0
2425,2021-04-07,biennial,North,39,Retail,Medium,True,0
2426,2022-06-06,monthly,South,35,Manufacturing,Enterprise,True,0
2427,2023-08-25,biennial,South,40,Healthcare,Medium,True,0
2428,2021-09-20,biennial,South,65,Retail,Medium,True,0
2429,2022-12-03,annual,North,39,Manufacturing,Small,False,0
2430,2022-01-26,biennial,North,69,Tech,Medium,True,0
2431,2020-09-15,monthly,East,69,Retail,Enterprise,True,1
2432,2022-04-05,monthly,West,29,Tech,Enterprise,False,1
2433,2020-05-18,biennial,East,23,Retail,Enterprise,True,0
2434,2020-06-16,monthly,East,21,Retail,Small,True,0
2435,2020-08-25,biennial,West,47,Tech,Enterprise,True,0
2436,2020-05-19,annual,North,30,Healthcare,Small,False,0
2437,2022-02-15,monthly,West,30,Tech,Enterprise,True,0
2438,2022-09-25,biennial,West,37,Manufacturing,Small,False,0
2439,2023-10-18,monthly,West,67,Retail,Enterprise,False,0
2440,2023-10-04,monthly,East,66,Healthcare,Enterprise,False,0
2441,2023-11-23,annual,South,39,Manufacturing,Medium,False,0
2442,2023-07-01,biennial,East,34,Manufacturing,Small,False,0
2443,2021-02-04,annual,East,58,Healthcare,Small,True,0
2444,2020-09-13,annual,North,38,Manufacturing,Medium,False,0
2445,2023-08-13,monthly,South,22,Healthcare,Enterprise,False,0
2446,2020-09-03,monthly,West,39,Manufacturing,Small,True,0
2447,2022-05-09,monthly,South,31,Finance,Enterprise,False,1
2448,2023-09-27,annual,West,24,Finance,Enterprise,True,0
2449,2021-07-24,biennial,South,38,Retail,Small,False,0
2450,2024-04-28,monthly,South,57,Retail,Medium,False,0
2451,2021-12-10,biennial,West,67,Finance,Small,False,0
2452,2021-02-24,annual,East,41,Retail,Medium,False,0
2453,2022-11-26,biennial,East,71,Finance,Medium,False,0
2454,2020-02-16,annual,West,66,Healthcare,Small,False,0
2455,2021-05-14,monthly,West,40,Retail,Medium,False,0
2456,2020-05-16,monthly,South,31,Finance,Medium,False,1
2457,2023-10-31,monthly,East,45,Healthcare,Medium,True,1
2458,2024-04-22,monthly,West,72,Finance,Small,True,0
2459,2021-02-25,monthly,South,38,Healthcare,Enterprise,False,0
2460,2023-10-06,monthly,West,62,Healthcare,Small,False,0
2461,2020-07-14,biennial,West,21,Tech,Small,False,0
2462,2022-05-06,annual,East,46,Finance,Small,False,0
2463,2023-06-16,monthly,North,38,Healthcare,Small,True,0
2464,2023-09-21,biennial,East,54,Retail,Enterprise,True,0
2465,2023-12-06,annual,South,38,Manufacturing,Enterprise,False,0
2466,2020-12-27,biennial,East,62,Tech,Small,True,0
2467,2020-08-17,biennial,East,72,Finance,Medium,True,0
2468,2020-04-19,monthly,East,47,Retail,Medium,False,0
2469,2020-10-10,annual,South,61,Finance,Medium,True,0
2470,2022-04-14,monthly,North,59,Healthcare,Medium,False,0
2471,2023-01-05,annual,North,71,Manufacturing,Small,False,0
2472,2023-07-17,monthly,West,20,Manufacturing,Medium,False,0
2473,2023-07-28,annual,East,58,Tech,Enterprise,True,0
2474,2021-01-25,biennial,North,53,Tech,Enterprise,True,0
2475,2021-12-27,biennial,North,54,Healthcare,Enterprise,True,0
2476,2023-07-17,monthly,West,70,Finance,Medium,False,1
2477,2021-11-28,biennial,South,59,Finance,Small,True,0
2478,2023-08-28,biennial,East,47,Manufacturing,Enterprise,False,1
2479,2022-03-25,monthly,West,54,Finance,Small,False,0
2480,2023-05-30,monthly,North,32,Finance,Medium,True,0
2481,2022-03-20,annual,South,55,Finance,Enterprise,False,0
2482,2024-03-18,biennial,South,67,Manufacturing,Medium,True,0
2483,2024-04-18,monthly,South,31,Finance,Small,True,0
2484,2022-06-24,monthly,North,67,Retail,Enterprise,False,1
2485,2022-11-23,monthly,East,73,Finance,Small,True,0
2486,2023-11-03,monthly,East,28,Healthcare,Medium,True,0
2487,2023-04-09,monthly,East,19,Retail,Medium,True,0
2488,2020-03-01,annual,North,46,Retail,Medium,True,0
2489,2020-12-21,annual,West,43,Retail,Small,False,0
2490,2021-12-12,biennial,North,23,Retail,Enterprise,True,0
2491,2023-06-25,monthly,South,25,Healthcare,Enterprise,False,0
2492,2021-07-24,biennial,East,44,Retail,Small,True,0
2493,2024-01-04,biennial,East,48,Finance,Enterprise,True,0
2494,2023-07-12,annual,North,18,Healthcare,Medium,False,0
2495,2021-04-17,monthly,East,41,Finance,Small,False,1
2496,2023-01-05,biennial,East,32,Tech,Enterprise,False,0
2497,2023-07-22,annual,North,35,Finance,Small,True,0
2498,2021-02-02,monthly,South,54,Tech,Small,True,1
2499,2021-01-11,monthly,West,66,Tech,Small,True,0
2500,2024-05-24,biennial,East,41,Manufacturing,Medium,True,0
2501,2023-04-11,annual,South,29,Manufacturing,Small,True,0
2502,2023-07-11,annual,North,68,Retail,Small,False,0
2503,2022-01-26,monthly,East,43,Finance,Medium,False,0
2504,2021-03-25,monthly,North,39,Tech,Medium,True,0
2505,2024-04-11,biennial,South,44,Tech,Enterprise,False,0
2506,2022-09-09,biennial,South,28,Tech,Small,False,0
2507,2021-04-14,monthly,North,44,Tech,Small,False,1
2508,2021-08-08,annual,West,72,Manufacturing,Medium,True,0
2509,2022-03-13,biennial,North,37,Healthcare,Medium,False,0
2510,2023-07-30,monthly,East,60,Manufacturing,Medium,True,1
2511,2021-12-22,annual,West,65,Manufacturing,Small,True,0
2512,2020-06-29,monthly,South,69,Retail,Small,True,0
2513,2021-02-01,biennial,North,63,Healthcare,Medium,True,0
2514,2021-12-05,monthly,South,34,Retail,Enterprise,False,0
2515,2021-10-19,annual,West,60,Manufacturing,Enterprise,False,0
2516,2020-11-21,monthly,East,45,Finance,Enterprise,True,0
2517,2023-05-21,biennial,North,65,Healthcare,Enterprise,True,0
2518,2020-04-17,monthly,South,18,Retail,Enterprise,True,0
2519,2021-08-29,monthly,South,43,Finance,Small,False,0
2520,2022-10-22,annual,East,30,Manufacturing,Medium,False,0
2521,2020-10-17,monthly,West,57,Finance,Enterprise,False,0
2522,2023-11-09,monthly,East,59,Manufacturing,Medium,False,0
2523,2022-07-14,monthly,East,39,Healthcare,Enterprise,False,0
2524,2021-02-17,biennial,North,60,Finance,Enterprise,False,0
2525,2022-04-05,monthly,East,45,Tech,Enterprise,True,1
2526,2021-02-04,monthly,South,47,Tech,Small,False,0
2527,2022-07-24,monthly,East,37,Healthcare,Medium,True,0
2528,2022-05-30,biennial,South,43,Manufacturing,Small,True,0
2529,2021-09-02,biennial,South,67,Tech,Small,False,0
2530,2021-07-22,biennial,South,54,Manufacturing,Enterprise,True,0
2531,2020-11-16,biennial,East,52,Retail,Enterprise,True,0
2532,2021-09-06,annual,South,24,Retail,Enterprise,True,0
2533,2021-09-05,biennial,South,52,Manufacturing,Medium,True,0
2534,2022-11-13,annual,North,43,Finance,Medium,False,0
2535,2023-07-17,annual,West,38,Retail,Enterprise,False,0
2536,2023-05-07,monthly,North,34,Manufacturing,Enterprise,False,0
2537,2022-11-03,monthly,North,21,Healthcare,Small,True,0
2538,2020-05-01,annual,South,66,Retail,Medium,True,0
2539,2023-11-17,biennial,West,43,Manufacturing,Small,True,0
2540,2023-02-23,annual,North,32,Finance,Small,False,0
2541,2020-05-23,monthly,South,31,Healthcare,Small,False,0
2542,2020-09-01,annual,North,58,Tech,Enterprise,False,0
2543,2020-06-02,biennial,North,67,Manufacturing,Medium,True,0
2544,2023-03-22,biennial,West,37,Tech,Enterprise,False,0
2545,2020-06-23,monthly,North,74,Finance,Medium,True,0
2546,2023-07-20,annual,East,25,Healthcare,Medium,True,0
2547,2022-04-09,biennial,West,66,Finance,Small,True,1
2548,2022-05-21,monthly,East,33,Healthcare,Enterprise,False,1
2549,2020-08-17,annual,North,58,Tech,Medium,False,0
2550,2020-07-06,annual,East,44,Finance,Medium,True,0
2551,2022-12-09,monthly,North,63,Healthcare,Small,False,0
2552,2024-03-01,monthly,West,60,Finance,Small,False,1
2553,2022-05-13,biennial,West,56,Manufacturing,Enterprise,False,0
2554,2023-04-20,monthly,North,55,Tech,Enterprise,True,0
2555,2023-04-03,monthly,South,41,Manufacturing,Enterprise,False,1
2556,2024-03-23,annual,North,40,Healthcare,Medium,True,0
2557,2022-12-10,annual,West,60,Tech,Small,True,0
2558,2020-05-21,monthly,East,24,Finance,Medium,True,1
2559,2022-10-02,biennial,West,72,Finance,Medium,False,0
2560,2021-10-13,annual,South,35,Healthcare,Small,False,0
2561,2023-05-01,annual,East,67,Retail,Small,False,1
2562,2022-07-15,biennial,West,66,Finance,Small,False,0
2563,2022-06-21,monthly,East,40,Manufacturing,Enterprise,True,0
2564,2023-07-17,annual,East,24,Tech,Enterprise,False,0
2565,2021-01-24,annual,West,58,Retail,Medium,True,0
2566,2020-02-25,annual,West,40,Finance,Medium,False,0
2567,2020-01-07,monthly,South,38,Tech,Small,True,0
2568,2020-04-02,biennial,East,50,Manufacturing,Medium,True,0
2569,2024-03-23,annual,North,30,Tech,Small,False,0
2570,2021-09-16,annual,South,63,Finance,Enterprise,False,0
2571,2020-06-09,annual,South,42,Tech,Enterprise,False,0
2572,2021-09-11,biennial,North,38,Retail,Medium,True,0
2573,2021-10-10,monthly,South,60,Finance,Small,False,1
2574,2020-12-21,monthly,South,33,Retail,Medium,True,1
2575,2021-11-12,monthly,North,36,Retail,Small,False,0
2576,2023-12-24,annual,West,53,Manufacturing,Enterprise,True,0
2577,2023-12-06,annual,South,72,Manufacturing,Enterprise,False,0
2578,2020-06-23,biennial,West,65,Finance,Enterprise,False,0
2579,2021-01-30,annual,West,41,Finance,Small,False,0
2580,2021-07-12,biennial,East,22,Retail,Medium,True,0
2581,2023-10-11,biennial,South,24,Manufacturing,Enterprise,False,0
2582,2021-11-18,biennial,East,24,Manufacturing,Small,False,0
2583,2021-11-05,biennial,South,47,Finance,Enterprise,True,0
2584,2022-04-13,annual,West,49,Manufacturing,Medium,True,0
2585,2020-05-31,monthly,North,53,Healthcare,Enterprise,True,0
2586,2022-03-03,annual,West,73,Retail,Small,False,0
2587,2021-12-04,monthly,East,54,Finance,Enterprise,True,0
2588,2022-10-19,biennial,West,45,Retail,Medium,True,0
2589,2021-09-20,biennial,West,37,Manufacturing,Enterprise,False,0
2590,2023-02-25,annual,South,54,Manufacturing,Medium,True,0
2591,2020-03-21,biennial,East,73,Tech,Enterprise,True,0
2592,2023-09-10,biennial,East,55,Tech,Small,True,0
2593,2024-05-13,biennial,West,64,Retail,Enterprise,True,0
2594,2023-09-05,monthly,South,71,Retail,Small,False,1
2595,2024-04-22,biennial,North,39,Tech,Small,False,0
2596,2021-11-02,biennial,West,69,Healthcare,Medium,False,0
2597,2022-11-13,monthly,East,29,Tech,Medium,False,0
2598,2024-06-13,monthly,West,74,Finance,Medium,True,0
2599,2020-08-30,monthly,East,43,Retail,Small,False,0
2600,2021-08-09,biennial,North,39,Healthcare,Small,False,0
2601,2022-01-25,monthly,North,53,Tech,Enterprise,False,0
2602,2024-04-04,monthly,South,18,Manufacturing,Small,True,0
2603,2020-04-12,annual,West,37,Tech,Enterprise,False,0
2604,2022-08-30,monthly,South,30,Manufacturing,Medium,True,0
2605,2020-05-31,biennial,South,40,Tech,Enterprise,True,0
2606,2021-02-10,biennial,East,54,Retail,Medium,True,0
2607,2024-04-04,biennial,South,70,Healthcare,Small,True,0
2608,2023-09-10,biennial,North,69,Finance,Medium,True,0
2609,2024-06-01,annual,South,55,Manufacturing,Small,True,0
2610,2020-03-03,annual,South,56,Retail,Enterprise,False,0
2611,2020-01-16,annual,West,68,Healthcare,Small,True,0
2612,2020-02-15,annual,South,41,Retail,Small,False,0
2613,2024-02-08,monthly,West,20,Finance,Small,False,0
2614,2020-11-20,biennial,North,72,Manufacturing,Small,False,0
2615,2020-08-20,biennial,West,66,Manufacturing,Enterprise,True,0
2616,2024-04-25,annual,East,26,Healthcare,Small,False,0
2617,2020-03-03,biennial,West,43,Healthcare,Medium,True,0
2618,2022-06-01,annual,North,49,Tech,Medium,False,0
2619,2023-11-01,biennial,West,37,Healthcare,Medium,True,0
2620,2021-09-13,biennial,North,30,Tech,Medium,True,0
2621,2023-09-20,biennial,East,65,Tech,Enterprise,True,0
2622,2024-05-22,monthly,East,42,Retail,Medium,True,1
2623,2020-08-05,biennial,West,65,Manufacturing,Enterprise,True,0
2624,2023-11-23,biennial,East,61,Tech,Small,True,0
2625,2020-02-20,annual,South,75,Retail,Enterprise,False,0
2626,2022-05-17,monthly,South,49,Retail,Enterprise,True,0
2627,2021-07-12,monthly,West,31,Tech,Medium,True,0
2628,2022-05-02,monthly,East,29,Healthcare,Small,False,1
2629,2022-05-11,annual,North,27,Retail,Enterprise,True,0
2630,2022-01-24,biennial,East,74,Healthcare,Enterprise,False,0
2631,2021-09-22,monthly,East,44,Tech,Medium,False,1
2632,2024-04-27,annual,East,71,Retail,Medium,False,0
2633,2023-02-02,biennial,North,58,Healthcare,Small,False,0
2634,2020-11-04,monthly,South,22,Tech,Small,True,0
2635,2024-05-09,annual,North,29,Manufacturing,Medium,True,0
2636,2020-06-04,biennial,East,61,Healthcare,Medium,False,1
2637,2021-12-05,annual,East,24,Tech,Medium,True,0
2638,2024-06-18,monthly,West,30,Retail,Enterprise,True,0
2639,2020-01-24,annual,West,24,Tech,Small,True,0
2640,2022-03-21,annual,South,23,Tech,Small,False,0
2641,2023-03-08,biennial,East,46,Retail,Medium,True,0
2642,2023-01-28,biennial,South,67,Retail,Enterprise,False,0
2643,2020-09-14,monthly,North,27,Finance,Medium,True,0
2644,2022-02-08,annual,West,30,Tech,Medium,False,0
2645,2020-11-21,monthly,East,50,Tech,Small,True,0
2646,2022-02-04,biennial,South,39,Healthcare,Small,False,0
2647,2023-03-29,monthly,South,56,Manufacturing,Medium,True,1
2648,2023-04-11,monthly,East,21,Tech,Enterprise,True,0
2649,2020-06-15,annual,North,57,Retail,Enterprise,False,0
2650,2021-10-01,annual,North,27,Tech,Enterprise,True,0
2651,2021-10-25,monthly,West,18,Manufacturing,Small,False,0
2652,2020-07-05,biennial,North,72,Retail,Enterprise,True,1
2653,2021-03-24,biennial,North,19,Healthcare,Enterprise,False,0
2654,2024-04-10,annual,West,46,Retail,Enterprise,False,1
2655,2020-01-24,biennial,East,40,Healthcare,Medium,True,0
2656,2021-09-17,annual,East,32,Retail,Medium,True,0
2657,2021-08-21,annual,East,74,Retail,Medium,True,0
2658,2020-11-25,annual,East,27,Tech,Medium,False,1
2659,2022-08-19,biennial,South,43,Retail,Enterprise,False,0
2660,2020-01-16,monthly,West,44,Healthcare,Medium,False,0
2661,2023-08-25,annual,West,47,Finance,Medium,False,0
2662,2023-03-17,biennial,West,26,Manufacturing,Small,True,0
2663,2021-11-09,monthly,South,54,Retail,Enterprise,False,0
2664,2020-10-28,annual,West,41,Finance,Small,False,0
2665,2021-11-13,monthly,West,24,Manufacturing,Enterprise,False,0
2666,2021-06-02,annual,West,21,Retail,Small,False,0
2667,2021-11-01,biennial,South,60,Healthcare,Enterprise,False,0
2668,2023-07-04,monthly,West,19,Retail,Medium,True,0
2669,2022-04-05,annual,South,59,Healthcare,Enterprise,True,0
2670,2024-06-07,monthly,West,38,Healthcare,Small,True,0
2671,2024-01-09,annual,East,57,Manufacturing,Enterprise,True,0
2672,2024-03-12,biennial,North,68,Tech,Small,True,0
2673,2021-10-10,monthly,North,39,Tech,Medium,False,1
2674,2021-03-17,monthly,South,31,Finance,Small,False,0
2675,2021-08-24,biennial,East,55,Healthcare,Medium,False,0
2676,2024-01-14,biennial,South,36,Finance,Small,True,0
2677,2020-06-01,monthly,South,44,Tech,Enterprise,False,0
2678,2022-10-15,monthly,West,62,Finance,Enterprise,True,0
2679,2022-07-16,monthly,South,46,Tech,Small,True,1
2680,2022-11-04,annual,West,42,Healthcare,Small,True,0
2681,2023-08-23,biennial,East,46,Manufacturing,Enterprise,True,0
2682,2022-01-24,annual,North,49,Manufacturing,Medium,False,0
2683,2023-03-25,monthly,East,22,Retail,Small,False,0
2684,2021-03-03,biennial,West,27,Tech,Enterprise,True,0
2685,2023-12-03,biennial,East,36,Tech,Medium,False,0
2686,2023-08-17,monthly,West,28,Finance,Medium,True,0
2687,2021-01-15,biennial,East,51,Tech,Medium,False,0
2688,2021-02-15,monthly,North,59,Retail,Enterprise,False,0
2689,2024-04-03,annual,West,45,Finance,Small,False,0
2690,2022-02-11,biennial,West,60,Tech,Medium,True,0
2691,2020-03-23,monthly,North,65,Manufacturing,Small,False,0
2692,2022-06-04,annual,South,75,Healthcare,Medium,False,0
2693,2023-11-15,monthly,East,62,Healthcare,Medium,False,1
2694,2021-08-16,biennial,West,44,Finance,Small,False,1
2695,2020-06-30,biennial,East,53,Retail,Medium,False,0
2696,2023-05-31,annual,North,46,Tech,Enterprise,False,0
2697,2020-10-02,biennial,North,19,Retail,Small,True,0
2698,2021-10-17,monthly,South,41,Tech,Small,True,0
2699,2022-01-28,monthly,North,18,Tech,Enterprise,False,0
2700,2023-03-17,biennial,North,27,Manufacturing,Enterprise,False,0
2701,2022-01-28,biennial,East,68,Tech,Enterprise,True,0
2702,2023-03-23,monthly,South,30,Tech,Small,True,1
2703,2023-03-06,biennial,North,18,Healthcare,Enterprise,True,0
2704,2021-02-13,monthly,North,63,Tech,Medium,False,0
2705,2021-03-09,biennial,South,48,Retail,Enterprise,False,0
2706,2023-04-03,biennial,South,48,Finance,Enterprise,True,0
2707,2020-10-03,annual,South,50,Tech,Small,True,0
2708,2022-10-16,monthly,East,27,Manufacturing,Enterprise,True,0
2709,2024-05-12,biennial,North,62,Tech,Small,True,0
2710,2021-02-13,annual,South,28,Healthcare,Enterprise,False,0
2711,2021-07-13,biennial,West,50,Finance,Small,False,0
2712,2020-09-16,annual,East,65,Retail,Enterprise,True,1
2713,2020-10-09,biennial,East,36,Retail,Small,True,1
2714,2020-05-20,monthly,West,40,Tech,Enterprise,False,0
2715,2023-08-25,monthly,West,18,Tech,Medium,False,0
2716,2024-06-06,biennial,North,54,Finance,Enterprise,False,0
2717,2020-05-17,annual,East,65,Healthcare,Medium,False,0
2718,2024-06-08,annual,West,38,Manufacturing,Enterprise,True,0
2719,2021-09-17,monthly,South,20,Finance,Medium,False,0
2720,2020-05-08,annual,East,68,Healthcare,Medium,False,0
2721,2020-07-30,annual,South,27,Healthcare,Medium,True,0
2722,2023-10-24,monthly,East,42,Retail,Medium,False,0
2723,2021-04-17,monthly,West,68,Retail,Small,True,0
2724,2023-01-11,monthly,North,19,Healthcare,Medium,True,0
2725,2024-02-25,annual,East,30,Tech,Medium,False,0
2726,2021-11-15,monthly,East,71,Manufacturing,Medium,True,0
2727,2024-02-01,monthly,West,56,Healthcare,Medium,False,0
2728,2021-09-07,monthly,West,60,Tech,Medium,True,0
2729,2024-06-05,monthly,East,63,Healthcare,Enterprise,False,0
2730,2020-04-17,monthly,South,51,Healthcare,Small,False,1
2731,2022-12-28,annual,North,37,Retail,Medium,False,0
2732,2022-01-02,biennial,West,57,Tech,Enterprise,True,0
2733,2021-03-28,biennial,East,39,Finance,Enterprise,True,0
2734,2024-04-20,annual,West,22,Tech,Medium,False,0
2735,2020-02-14,annual,South,31,Finance,Enterprise,True,1
2736,2021-05-08,annual,West,68,Finance,Enterprise,False,0
2737,2024-04-26,biennial,East,62,Retail,Small,False,0
2738,2020-10-19,biennial,South,63,Manufacturing,Enterprise,True,0
2739,2024-01-11,monthly,West,54,Healthcare,Small,False,1
2740,2022-05-14,biennial,North,42,Retail,Enterprise,False,0
2741,2022-06-23,monthly,West,47,Manufacturing,Enterprise,False,0
2742,2023-07-06,monthly,West,42,Retail,Medium,True,0
2743,2021-11-08,annual,North,48,Retail,Small,True,0
2744,2020-06-09,annual,East,70,Manufacturing,Medium,True,0
2745,2023-07-23,annual,East,49,Finance,Enterprise,True,0
2746,2021-01-21,biennial,South,56,Manufacturing,Small,False,0
2747,2020-12-23,biennial,North,65,Retail,Enterprise,False,0
2748,2020-10-08,monthly,West,45,Tech,Medium,False,0
2749,2022-04-17,monthly,South,36,Tech,Small,False,0
2750,2022-04-27,monthly,East,47,Retail,Medium,False,0
2751,2023-10-09,biennial,South,56,Healthcare,Medium,True,0
2752,2024-01-09,annual,West,35,Retail,Enterprise,False,0
2753,2024-01-16,annual,South,55,Retail,Medium,True,0
2754,2023-09-19,monthly,North,73,Finance,Enterprise,False,0
2755,2021-08-04,annual,South,38,Healthcare,Enterprise,True,0
2756,2024-03-20,biennial,West,59,Finance,Medium,True,0
2757,2021-07-22,annual,North,59,Finance,Medium,True,0
2758,2023-03-22,biennial,North,64,Retail,Medium,True,0
2759,2022-06-07,monthly,South,27,Tech,Enterprise,True,0
2760,2023-11-03,biennial,South,23,Finance,Medium,False,0
2761,2020-12-06,monthly,West,39,Tech,Medium,False,0
2762,2020-08-09,biennial,North,51,Healthcare,Enterprise,False,1
2763,2022-05-15,biennial,South,53,Tech,Small,False,0
2764,2023-06-11,monthly,North,66,Finance,Small,True,0
2765,2023-09-01,monthly,North,21,Retail,Medium,True,0
2766,2020-08-04,monthly,South,66,Retail,Small,True,0
2767,2022-08-14,biennial,East,38,Healthcare,Enterprise,False,0
2768,2020-07-30,monthly,East,49,Tech,Enterprise,False,0
2769,2021-02-21,biennial,North,20,Retail,Enterprise,True,0
2770,2023-02-24,monthly,South,55,Healthcare,Small,False,0
2771,2024-06-05,biennial,North,55,Finance,Enterprise,True,0
2772,2024-01-03,annual,South,27,Manufacturing,Small,False,0
2773,2022-05-15,annual,East,50,Healthcare,Small,True,0
2774,2023-08-25,biennial,East,39,Retail,Medium,False,0
2775,2020-06-01,annual,North,59,Finance,Medium,True,0
2776,2023-04-23,annual,West,31,Retail,Small,True,0
2777,2022-10-07,annual,North,65,Retail,Small,False,0
2778,2020-06-02,biennial,South,74,Manufacturing,Medium,False,0
2779,2022-06-08,annual,North,59,Retail,Enterprise,False,0
2780,2020-10-29,monthly,North,37,Tech,Small,True,1
2781,2022-07-16,annual,South,49,Healthcare,Enterprise,False,0
2782,2023-03-22,annual,West,56,Retail,Medium,False,1
2783,2020-04-28,biennial,East,68,Retail,Small,True,0
2784,2023-10-14,monthly,North,57,Tech,Small,False,0
2785,2023-12-20,monthly,East,46,Healthcare,Enterprise,True,0
2786,2020-06-20,monthly,North,41,Retail,Enterprise,True,0
2787,2021-01-20,annual,East,22,Finance,Medium,True,0
2788,2022-01-07,annual,North,75,Tech,Medium,True,0
2789,2024-04-13,annual,West,74,Retail,Small,True,0
2790,2021-06-08,annual,South,18,Tech,Small,True,0
2791,2023-08-22,annual,East,35,Tech,Enterprise,False,0
2792,2023-09-04,monthly,South,31,Tech,Medium,False,0
2793,2022-08-16,monthly,North,49,Healthcare,Medium,False,1
2794,2022-03-30,monthly,North,54,Tech,Enterprise,True,0
2795,2020-08-26,annual,East,64,Healthcare,Small,False,0
2796,2020-06-10,monthly,East,73,Retail,Small,False,0
2797,2022-05-09,monthly,North,73,Manufacturing,Medium,False,1
2798,2024-02-23,monthly,North,36,Finance,Small,False,0
2799,2020-09-18,annual,West,52,Retail,Medium,False,0
2800,2021-09-26,biennial,South,38,Finance,Medium,True,0
2801,2024-01-16,biennial,West,41,Healthcare,Medium,False,0
2802,2020-11-22,monthly,West,61,Manufacturing,Medium,False,1
2803,2022-07-11,annual,North,56,Finance,Small,False,0
2804,2023-03-02,annual,West,46,Manufacturing,Enterprise,True,0
2805,2022-02-26,monthly,East,50,Retail,Enterprise,False,0
2806,2024-04-08,biennial,South,72,Manufacturing,Small,True,0
2807,2023-10-13,biennial,West,23,Healthcare,Small,True,0
2808,2021-12-06,biennial,North,54,Tech,Medium,True,0
2809,2022-11-06,biennial,South,61,Finance,Medium,True,0
2810,2022-09-30,annual,East,53,Healthcare,Enterprise,False,0
2811,2022-04-23,monthly,East,65,Healthcare,Enterprise,True,0
2812,2024-02-23,monthly,West,27,Retail,Enterprise,True,0
