ticket_id,customer_id,ticket_date,issue_type,priority,resolved
4394,2088,2021-08-01,Billing,Low,False
4395,2089,2020-12-16,Technical,Medium,True
4396,2090,2024-08-03,Billing,Low,False
4397,2090,2024-10-17,Billing,Medium,False
4398,2091,2021-03-28,Technical,Low,True
4399,2093,2021-04-29,Feature Request,High,False
4400,2094,2023-12-17,Technical,Low,False
4401,2094,2024-02-04,Technical,Low,True
4402,2094,2024-06-30,Bug,High,True
4403,2094,2024-12-03,Bug,Medium,False
4404,2095,2024-04-29,Billing,Medium,False
4405,2095,2022-07-01,Bug,Low,False
4406,2095,2024-10-06,Technical,High,False
4407,2096,2024-12-05,Billing,Medium,False
4408,2096,2024-11-02,Bug,Medium,False
4409,2097,2023-08-22,Bug,High,False
4410,2097,2023-10-28,Bug,Medium,True
4411,2097,2023-09-30,Billing,High,True
4412,2099,2024-01-28,Bug,Low,False
4413,2099,2023-09-03,Feature Request,Low,True
4414,2099,2023-08-06,Technical,High,False
4415,2099,2023-11-26,Technical,Medium,False
4416,2100,2024-04-14,Feature Request,Low,False
4417,2100,2024-10-07,Bug,Medium,False
4418,2100,2024-03-04,Billing,High,False
4419,2100,2024-04-07,Feature Request,Medium,True
4420,2101,2021-05-27,Feature Request,High,True
4421,2102,2023-07-08,Bug,Low,False
4422,2103,2023-06-05,Technical,Medium,False
4423,2104,2020-06-20,Billing,High,False
4424,2107,2024-02-07,Bug,High,True
4425,2107,2024-09-29,Feature Request,Low,True
4426,2108,2022-02-26,Feature Request,Low,True
4427,2108,2021-11-08,Feature Request,High,True
4428,2109,2022-03-05,Billing,High,True
4429,2109,2022-02-16,Feature Request,Medium,True
4430,2109,2022-02-27,Technical,High,False
4431,2109,2022-02-22,Technical,High,False
4432,2109,2022-02-18,Feature Request,Low,True
4433,2109,2022-02-25,Billing,Low,False
4434,2109,2022-02-25,Billing,Low,True
4435,2111,2024-03-16,Feature Request,Medium,True
4436,2113,2023-02-05,Billing,Medium,True
4437,2113,2023-02-08,Billing,Low,False
4438,2113,2024-04-11,Billing,Low,True
4439,2114,2022-12-29,Technical,Low,False
4440,2115,2024-10-19,Feature Request,Medium,False
4441,2115,2024-01-30,Feature Request,Low,False
4442,2116,2021-12-19,Billing,Low,True
4443,2116,2022-01-20,Technical,Low,True
4444,2116,2024-02-22,Technical,Low,True
4445,2117,2024-11-07,Technical,Medium,False
4446,2118,2021-04-05,Bug,Low,False
4447,2118,2021-03-31,Technical,Low,False
4448,2118,2021-03-23,Technical,Low,False
4449,2118,2021-03-12,Technical,High,False
4450,2118,2021-03-18,Technical,Medium,False
4451,2118,2021-03-12,Billing,Medium,False
4452,2118,2021-03-28,Billing,High,False
4453,2118,2021-03-26,Technical,Low,False
4454,2120,2023-01-18,Feature Request,Medium,False
4455,2120,2024-01-20,Bug,Medium,False
4456,2120,2024-08-19,Billing,Low,False
4457,2121,2023-12-03,Technical,Medium,False
4458,2121,2022-05-14,Technical,Medium,False
4459,2122,2024-03-16,Billing,Medium,True
4460,2122,2024-05-05,Bug,High,True
4461,2122,2022-09-20,Billing,Low,True
4462,2123,2024-03-24,Technical,High,True
4463,2124,2024-02-19,Feature Request,Low,False
4464,2124,2022-01-26,Technical,High,True
4465,2124,2020-05-02,Billing,Low,False
4466,2125,2024-07-28,Feature Request,High,True
4467,2125,2023-06-15,Feature Request,Low,False
4468,2125,2024-01-10,Technical,Medium,True
4469,2125,2023-10-13,Billing,Low,True
4470,2126,2024-06-28,Billing,High,False
4471,2126,2022-11-04,Billing,Medium,True
4472,2127,2023-03-01,Technical,Low,False
4473,2128,2024-10-08,Billing,Medium,False
4474,2128,2024-03-05,Bug,Low,False
4475,2128,2024-07-03,Feature Request,High,True
4476,2128,2024-04-29,Feature Request,Low,False
4477,2129,2023-05-04,Technical,High,True
4478,2129,2024-08-13,Billing,Medium,False
4479,2130,2024-08-07,Billing,Low,False
4480,2130,2023-06-06,Feature Request,Medium,False
4481,2130,2024-02-28,Technical,Medium,True
4482,2130,2022-10-27,Technical,Medium,False
4483,2132,2024-05-17,Feature Request,Medium,False
4484,2132,2023-02-23,Bug,Low,True
4485,2132,2024-03-31,Feature Request,High,True
4486,2133,2022-09-22,Billing,Medium,True
4487,2134,2020-12-24,Feature Request,Medium,True
4488,2134,2024-10-20,Feature Request,Medium,True
4489,2134,2023-11-26,Feature Request,High,True
4490,2134,2023-10-10,Technical,Medium,True
4491,2136,2024-07-21,Technical,Medium,True
4492,2136,2024-08-20,Billing,High,False
4493,2136,2024-06-26,Bug,Medium,False
4494,2136,2024-07-22,Technical,Medium,False
4495,2137,2022-12-23,Bug,High,False
4496,2137,2024-08-13,Bug,High,True
4497,2138,2024-09-10,Bug,Medium,True
4498,2139,2021-11-02,Bug,Low,True
4499,2140,2023-04-01,Bug,Low,False
4500,2140,2024-05-26,Bug,Low,False
4501,2140,2023-03-25,Billing,Low,True
4502,2141,2020-03-30,Billing,Low,True
4503,2141,2020-04-06,Technical,Medium,False
4504,2142,2024-05-08,Technical,High,False
4505,2143,2021-02-07,Billing,High,True
4506,2143,2022-02-22,Bug,High,False
4507,2144,2024-11-06,Billing,Low,True
4508,2144,2024-10-31,Bug,Medium,True
4509,2144,2024-09-05,Technical,Low,False
4510,2145,2023-11-21,Bug,Medium,True
4511,2145,2023-10-25,Technical,Low,False
4512,2145,2024-10-20,Technical,Medium,True
4513,2145,2023-12-14,Bug,Medium,False
4514,2146,2024-02-24,Bug,Medium,True
4515,2147,2023-12-31,Technical,Medium,True
4516,2147,2023-06-10,Technical,Medium,False
4517,2148,2024-03-12,Billing,Medium,False
4518,2148,2023-10-22,Feature Request,Low,True
4519,2148,2024-04-16,Bug,Low,False
4520,2148,2023-10-01,Bug,High,True
4521,2149,2024-04-16,Technical,High,False
4522,2149,2023-11-04,Technical,Low,False
4523,2149,2023-12-31,Technical,Medium,True
4524,2149,2023-10-25,Bug,Low,True
4525,2150,2023-11-06,Technical,High,True
4526,2150,2024-05-05,Bug,Low,False
4527,2150,2024-04-09,Technical,High,False
4528,2151,2022-10-30,Billing,Medium,False
4529,2152,2023-12-31,Billing,Low,True
4530,2152,2023-03-22,Technical,High,True
4531,2153,2024-11-10,Technical,High,False
4532,2153,2024-08-10,Billing,Medium,False
4533,2153,2021-04-11,Feature Request,High,False
4534,2154,2023-10-27,Bug,High,False
4535,2156,2021-02-24,Bug,Low,False
4536,2156,2021-12-02,Feature Request,High,False
4537,2156,2020-12-20,Bug,Medium,False
4538,2157,2022-10-24,Feature Request,Low,False
4539,2157,2023-05-22,Bug,Low,False
4540,2157,2023-02-03,Billing,High,False
4541,2158,2022-09-27,Billing,Medium,False
4542,2158,2023-05-12,Technical,Low,True
4543,2158,2022-05-04,Technical,Medium,True
4544,2158,2022-08-10,Technical,Medium,False
4545,2159,2024-02-19,Billing,Medium,False
4546,2159,2023-04-03,Technical,Low,False
4547,2160,2020-03-29,Technical,High,False
4548,2160,2020-06-28,Feature Request,High,True
4549,2160,2020-07-15,Bug,Medium,False
4550,2161,2023-08-04,Feature Request,High,False
4551,2161,2023-01-06,Bug,High,True
4552,2161,2022-07-28,Billing,Low,False
4553,2162,2024-07-01,Technical,Low,False
4554,2162,2024-12-05,Bug,Low,True
4555,2162,2024-09-27,Billing,Low,False
4556,2163,2023-07-26,Feature Request,Medium,True
4557,2163,2024-10-26,Technical,High,True
4558,2163,2023-10-24,Bug,Medium,True
4559,2164,2022-06-15,Bug,Low,False
4560,2164,2022-11-29,Billing,Medium,True
4561,2164,2023-09-08,Billing,Low,True
4562,2165,2021-06-01,Feature Request,High,False
4563,2165,2023-01-29,Billing,Medium,False
4564,2165,2021-02-10,Technical,Medium,False
4565,2165,2021-10-10,Feature Request,Low,False
4566,2167,2021-06-08,Technical,Medium,True
4567,2167,2024-08-28,Technical,Medium,True
4568,2167,2024-10-15,Feature Request,Medium,False
4569,2168,2023-03-12,Technical,Low,True
4570,2169,2022-05-18,Feature Request,High,False
4571,2169,2024-02-20,Bug,Low,True
4572,2170,2021-12-14,Feature Request,High,False
4573,2170,2024-09-08,Billing,Low,False
4574,2170,2024-01-04,Technical,High,True
4575,2171,2021-08-26,Bug,Low,True
4576,2171,2022-07-06,Billing,Medium,True
4577,2171,2021-09-26,Bug,High,False
4578,2174,2023-01-07,Technical,High,False
4579,2174,2024-10-23,Feature Request,Low,False
4580,2174,2024-04-28,Bug,Medium,True
4581,2177,2024-10-10,Bug,Low,False
4582,2177,2020-05-24,Technical,Medium,True
4583,2177,2022-05-28,Feature Request,High,True
4584,2177,2024-03-29,Technical,Medium,True
4585,2178,2024-03-08,Feature Request,Low,True
4586,2178,2024-02-27,Feature Request,Low,True
4587,2178,2024-10-31,Technical,Medium,False
4588,2178,2024-02-23,Technical,Medium,True
4589,2179,2024-01-31,Bug,Low,False
4590,2179,2024-05-29,Bug,High,False
4591,2179,2024-05-08,Bug,High,False
4592,2179,2024-05-09,Billing,High,False
4593,2180,2023-12-29,Feature Request,Low,False
4594,2180,2024-02-16,Technical,Medium,True
4595,2182,2022-08-07,Bug,High,False
4596,2182,2021-12-30,Technical,High,False
4597,2183,2022-05-26,Feature Request,Medium,True
4598,2183,2023-10-13,Technical,Low,False
4599,2184,2022-10-15,Feature Request,Low,True
4600,2184,2022-10-26,Bug,Medium,True
4601,2184,2022-10-08,Technical,Low,True
4602,2188,2023-04-07,Billing,High,True
4603,2188,2023-02-21,Feature Request,Medium,True
4604,2188,2023-09-11,Billing,Low,True
4605,2188,2023-04-12,Bug,Low,False
4606,2189,2023-10-14,Bug,High,True
4607,2191,2021-08-03,Technical,Low,False
4608,2191,2021-09-10,Technical,Low,True
4609,2191,2021-10-09,Bug,Low,False
4610,2191,2021-11-22,Technical,Medium,False
4611,2192,2023-09-28,Feature Request,High,True
4612,2192,2023-11-10,Bug,Medium,True
4613,2192,2024-11-22,Technical,Low,False
4614,2192,2023-11-07,Technical,Low,True
4615,2193,2024-01-26,Billing,Low,False
4616,2193,2023-12-16,Technical,Medium,True
4617,2194,2023-04-24,Billing,High,False
4618,2194,2023-03-26,Technical,Low,True
4619,2194,2024-01-15,Bug,High,False
4620,2195,2023-05-30,Billing,Low,False
4621,2196,2024-01-23,Technical,Low,False
4622,2196,2023-09-25,Technical,High,True
4623,2197,2023-10-03,Feature Request,Medium,True
4624,2197,2024-05-13,Feature Request,Medium,True
4625,2197,2023-10-17,Bug,Low,True
4626,2197,2023-04-07,Bug,Low,False
4627,2199,2022-07-25,Billing,Low,True
4628,2201,2021-09-08,Technical,High,False
4629,2201,2020-04-04,Billing,Low,True
4630,2201,2024-09-18,Billing,Low,False
4631,2202,2024-03-05,Feature Request,Medium,False
4632,2203,2024-05-01,Technical,Low,False
4633,2203,2020-10-25,Feature Request,Medium,True
4634,2204,2024-12-01,Billing,Medium,False
4635,2204,2024-07-05,Bug,Medium,True
4636,2204,2022-01-30,Feature Request,High,True
4637,2205,2022-06-29,Technical,Low,True
4638,2205,2024-04-07,Technical,Low,True
4639,2205,2022-11-05,Feature Request,Low,False
4640,2208,2023-08-02,Technical,High,False
4641,2208,2023-08-30,Billing,Low,False
4642,2210,2021-11-24,Billing,Medium,True
4643,2211,2023-05-01,Billing,Medium,False
4644,2211,2023-06-03,Billing,Medium,True
4645,2211,2023-05-29,Billing,Medium,True
4646,2211,2023-04-03,Technical,Low,True
4647,2212,2023-07-19,Technical,Low,False
4648,2212,2022-11-21,Billing,Low,False
4649,2212,2024-01-27,Bug,High,True
4650,2213,2023-08-02,Feature Request,Medium,True
4651,2214,2023-11-14,Billing,High,True
4652,2215,2024-10-15,Technical,Medium,False
4653,2215,2024-09-21,Billing,High,False
4654,2216,2023-11-21,Technical,High,False
4655,2217,2024-01-04,Feature Request,Medium,False
4656,2217,2024-03-03,Technical,Low,True
4657,2217,2024-04-30,Bug,Medium,False
4658,2217,2024-06-29,Billing,Low,True
4659,2218,2024-03-09,Technical,Medium,False
4660,2218,2022-12-01,Billing,Medium,False
4661,2221,2021-09-18,Technical,Low,True
4662,2221,2022-12-31,Feature Request,Medium,False
4663,2221,2023-09-15,Billing,Medium,False
4664,2222,2024-02-09,Technical,Medium,False
4665,2223,2022-05-31,Billing,High,False
4666,2223,2024-05-21,Feature Request,Low,True
4667,2224,2024-02-10,Billing,High,False
4668,2224,2023-09-05,Technical,Medium,False
4669,2224,2024-12-11,Technical,Low,True
4670,2226,2022-12-09,Billing,Medium,True
4671,2226,2022-01-26,Technical,High,False
4672,2226,2023-03-26,Billing,Medium,False
4673,2227,2024-05-01,Feature Request,High,True
4674,2227,2023-11-18,Technical,High,True
4675,2227,2024-04-08,Feature Request,Medium,False
4676,2228,2022-03-23,Bug,Low,True
4677,2228,2022-04-19,Billing,Low,False
4678,2229,2023-01-24,Bug,High,True
4679,2230,2020-05-18,Technical,Medium,False
4680,2231,2024-06-24,Bug,High,False
4681,2231,2023-09-15,Feature Request,Low,True
4682,2231,2024-09-22,Billing,High,True
4683,2232,2023-06-21,Feature Request,Low,False
4684,2232,2023-07-06,Technical,Medium,False
4685,2232,2023-06-18,Bug,High,False
4686,2233,2021-10-25,Billing,Low,True
4687,2233,2024-01-02,Bug,Low,True
4688,2233,2021-11-12,Bug,Low,True
4689,2233,2022-07-18,Billing,Low,False
4690,2238,2023-12-11,Feature Request,Low,True
4691,2238,2024-08-21,Bug,High,True
4692,2238,2024-08-28,Feature Request,Low,False
4693,2240,2024-08-08,Billing,Low,False
4694,2240,2024-09-19,Technical,High,False
4695,2241,2024-09-02,Billing,Low,True
4696,2241,2023-05-20,Billing,High,True
4697,2241,2024-02-16,Bug,High,False
4698,2241,2024-06-12,Technical,High,False
4699,2242,2023-10-30,Bug,High,False
4700,2242,2023-11-29,Bug,High,True
4701,2242,2024-04-01,Feature Request,Medium,False
4702,2242,2022-04-07,Bug,Medium,True
4703,2243,2023-04-17,Feature Request,Medium,True
4704,2243,2023-01-26,Billing,High,False
4705,2243,2023-12-26,Technical,Medium,True
4706,2244,2024-08-21,Billing,Medium,True
4707,2244,2024-06-15,Feature Request,Low,True
4708,2245,2023-07-03,Feature Request,High,True
4709,2245,2024-11-05,Technical,Medium,False
4710,2245,2023-08-13,Technical,Medium,False
4711,2246,2023-10-04,Billing,Medium,True
4712,2246,2023-12-02,Billing,High,False
4713,2247,2023-01-09,Bug,Medium,True
4714,2248,2022-04-17,Bug,Medium,False
4715,2248,2024-10-17,Feature Request,High,False
4716,2249,2023-10-01,Technical,Low,True
4717,2249,2024-08-03,Technical,High,True
4718,2249,2024-07-10,Bug,Low,False
4719,2251,2021-08-07,Technical,Medium,True
4720,2251,2024-01-02,Feature Request,Low,True
4721,2251,2023-05-27,Bug,Low,False
4722,2251,2024-06-15,Bug,Low,True
4723,2255,2023-02-24,Bug,Medium,True
4724,2255,2024-06-27,Technical,High,True
4725,2255,2023-10-05,Technical,Low,True
4726,2256,2022-12-29,Bug,High,True
4727,2256,2022-10-29,Billing,Medium,False
4728,2257,2022-09-13,Technical,Medium,False
4729,2258,2024-01-21,Feature Request,High,False
4730,2258,2022-08-09,Billing,Medium,False
4731,2259,2023-07-12,Bug,High,False
4732,2259,2024-10-29,Feature Request,High,True
4733,2259,2024-08-04,Bug,Low,True
4734,2259,2023-01-09,Feature Request,Medium,False
4735,2260,2020-08-29,Bug,Low,True
4736,2261,2022-06-08,Billing,High,True
4737,2261,2021-10-12,Billing,Low,True
4738,2261,2021-09-09,Billing,Medium,False
4739,2261,2021-06-04,Technical,Low,False
4740,2262,2022-08-17,Billing,Low,False
4741,2263,2022-05-02,Feature Request,Low,True
4742,2263,2024-02-05,Technical,Medium,True
4743,2263,2024-07-13,Billing,High,False
4744,2263,2022-10-04,Technical,Medium,False
4745,2264,2023-02-14,Bug,Low,False
4746,2265,2024-08-13,Technical,Low,False
4747,2265,2024-02-21,Bug,Low,True
4748,2265,2024-09-22,Technical,Low,True
4749,2266,2022-07-12,Feature Request,Low,True
4750,2266,2024-09-22,Bug,Low,True
4751,2266,2021-04-21,Bug,Medium,True
4752,2266,2021-02-13,Feature Request,High,True
4753,2268,2023-12-13,Billing,High,False
4754,2268,2023-08-21,Technical,Low,True
4755,2269,2023-06-12,Bug,Medium,True
4756,2269,2024-07-14,Bug,High,False
4757,2270,2024-02-18,Billing,Medium,False
4758,2270,2023-11-16,Billing,High,False
4759,2270,2023-07-03,Billing,Medium,True
4760,2271,2024-04-02,Bug,High,True
4761,2271,2024-04-03,Bug,Low,True
4762,2271,2024-06-14,Feature Request,Medium,False
4763,2271,2024-10-08,Bug,High,True
4764,2272,2024-04-09,Bug,High,False
4765,2273,2021-10-08,Technical,Low,False
4766,2273,2021-10-11,Billing,High,False
4767,2273,2021-10-20,Billing,Low,False
4768,2273,2021-10-14,Technical,Low,False
4769,2273,2021-10-09,Bug,Medium,False
4770,2273,2021-09-20,Billing,High,False
4771,2273,2021-10-01,Technical,High,False
4772,2273,2021-10-04,Bug,Medium,False
4773,2273,2021-10-09,Billing,High,True
4774,2273,2021-09-21,Technical,High,False
4775,2274,2021-09-25,Technical,High,True
4776,2274,2024-05-04,Billing,High,True
4777,2274,2023-10-20,Technical,Medium,True
4778,2274,2023-04-07,Technical,Medium,True
4779,2275,2024-08-06,Billing,High,True
4780,2276,2024-06-28,Technical,High,True
4781,2276,2024-03-15,Feature Request,Medium,False
4782,2276,2024-02-20,Billing,Low,True
4783,2276,2024-11-09,Feature Request,Medium,True
4784,2277,2024-02-28,Bug,Low,False
4785,2277,2024-03-14,Bug,High,False
4786,2277,2024-11-17,Billing,Medium,False
4787,2277,2024-08-26,Bug,Low,False
4788,2278,2020-04-16,Bug,Medium,True
4789,2278,2020-03-27,Bug,Medium,True
4790,2279,2024-06-01,Technical,High,False
4791,2280,2022-09-03,Feature Request,Medium,False
4792,2280,2022-09-18,Feature Request,High,False
4793,2282,2022-12-16,Billing,High,False
4794,2282,2023-01-05,Technical,Medium,False
4795,2282,2023-01-28,Technical,Low,True
4796,2283,2024-01-09,Technical,Low,False
4797,2283,2023-10-29,Technical,High,False
4798,2283,2024-01-09,Billing,Medium,False
4799,2283,2023-12-03,Technical,Medium,True
4800,2283,2023-11-04,Feature Request,Medium,False
4801,2283,2023-11-01,Feature Request,Low,False
4802,2283,2023-12-18,Bug,Medium,False
4803,2283,2023-11-16,Bug,High,False
4804,2283,2023-12-08,Billing,Low,False
4805,2284,2024-10-04,Billing,Low,True
4806,2284,2024-06-13,Technical,Low,True
4807,2284,2022-05-31,Feature Request,Low,True
4808,2285,2024-03-15,Bug,High,False
4809,2286,2024-08-15,Billing,High,True
4810,2286,2024-05-22,Technical,Medium,False
4811,2287,2024-07-02,Billing,Medium,True
4812,2287,2024-08-01,Billing,Low,True
4813,2287,2024-07-21,Technical,High,False
4814,2287,2024-10-19,Bug,Low,False
4815,2288,2022-11-24,Feature Request,Medium,False
4816,2289,2024-08-18,Feature Request,Medium,False
4817,2289,2024-05-20,Bug,High,True
4818,2289,2024-03-25,Bug,Medium,True
4819,2290,2023-06-05,Technical,High,False
4820,2290,2023-04-17,Feature Request,Medium,True
4821,2292,2024-10-09,Bug,Low,False
4822,2292,2024-03-14,Bug,Medium,False
4823,2292,2022-12-07,Bug,Low,False
4824,2294,2024-08-06,Billing,High,False
4825,2294,2024-03-17,Feature Request,Medium,True
4826,2296,2022-03-17,Feature Request,High,True
4827,2296,2022-03-05,Billing,Low,True
4828,2296,2022-03-05,Technical,Low,False
4829,2296,2021-12-18,Billing,Low,False
4830,2298,2024-03-01,Technical,Medium,True
4831,2298,2024-08-11,Bug,Low,False
4832,2298,2023-07-10,Bug,Medium,True
4833,2299,2023-11-11,Bug,Medium,False
4834,2299,2024-04-18,Billing,Low,False
4835,2300,2021-06-27,Technical,High,True
4836,2302,2024-02-17,Bug,Medium,True
4837,2302,2024-08-22,Billing,High,False
4838,2302,2022-06-25,Feature Request,High,True
4839,2302,2023-10-21,Billing,Medium,False
4840,2303,2022-03-09,Feature Request,Low,False
4841,2303,2022-03-08,Billing,Low,False
4842,2304,2024-06-14,Feature Request,Medium,False
4843,2304,2024-11-11,Billing,Low,False
4844,2307,2023-11-21,Bug,Low,True
4845,2307,2023-05-31,Feature Request,Low,True
4846,2308,2023-05-19,Feature Request,High,True
4847,2308,2022-07-16,Billing,High,True
4848,2308,2023-09-17,Feature Request,High,True
4849,2309,2024-09-28,Feature Request,Medium,True
4850,2310,2023-04-04,Bug,High,True
4851,2311,2023-04-28,Bug,Medium,True
4852,2311,2024-04-30,Bug,High,True
4853,2311,2023-11-03,Technical,High,True
4854,2311,2024-01-19,Bug,High,False
4855,2312,2024-08-30,Billing,Low,True
4856,2313,2024-06-01,Feature Request,Low,False
4857,2313,2024-06-11,Bug,High,False
4858,2313,2024-10-10,Feature Request,Low,False
4859,2313,2024-10-12,Bug,Low,False
4860,2314,2024-07-03,Technical,High,True
4861,2314,2024-09-07,Technical,Low,True
4862,2316,2024-10-07,Feature Request,Medium,True
4863,2316,2024-03-18,Feature Request,Low,False
4864,2316,2024-08-28,Bug,Low,True
4865,2317,2024-07-18,Bug,Medium,True
4866,2317,2024-09-26,Technical,Medium,True
4867,2317,2024-01-22,Bug,Low,True
4868,2318,2024-10-02,Feature Request,Medium,False
4869,2319,2022-01-07,Billing,Low,True
4870,2319,2022-02-18,Billing,Low,False
4871,2320,2023-06-24,Bug,Medium,True
4872,2322,2024-04-19,Bug,Medium,True
4873,2323,2024-07-18,Billing,Medium,False
4874,2323,2024-10-04,Feature Request,Low,False
4875,2323,2024-10-10,Billing,Low,False
4876,2325,2024-05-14,Billing,Low,True
4877,2326,2022-08-05,Billing,Medium,False
4878,2326,2022-08-27,Billing,High,True
4879,2326,2022-09-23,Technical,Medium,False
4880,2326,2022-08-20,Billing,Medium,True
4881,2327,2022-12-09,Billing,Medium,False
4882,2327,2022-04-26,Technical,Low,False
4883,2328,2024-01-04,Billing,High,False
4884,2329,2023-11-19,Bug,Low,True
4885,2330,2023-09-10,Feature Request,Low,True
4886,2331,2023-12-09,Technical,High,True
4887,2331,2023-05-06,Technical,Low,False
4888,2331,2021-10-14,Technical,Low,False
4889,2333,2024-07-05,Feature Request,Medium,True
4890,2333,2023-11-26,Technical,High,False
4891,2333,2023-06-13,Feature Request,High,True
4892,2334,2023-02-22,Technical,Low,False
4893,2334,2022-12-28,Billing,Low,False
4894,2334,2022-04-22,Bug,Medium,False
4895,2334,2022-04-25,Bug,High,False
4896,2335,2024-03-20,Billing,Low,False
4897,2335,2024-11-05,Billing,High,False
4898,2335,2024-09-03,Feature Request,Low,False
4899,2336,2024-09-22,Billing,Low,False
4900,2336,2024-09-12,Bug,Low,True
4901,2336,2022-07-10,Feature Request,Medium,True
4902,2337,2023-11-02,Bug,Medium,True
4903,2338,2024-05-13,Bug,Low,False
4904,2338,2024-12-14,Bug,Low,False
4905,2338,2024-09-07,Billing,High,False
4906,2339,2022-05-31,Technical,High,True
4907,2339,2022-05-31,Technical,Medium,False
4908,2339,2022-05-31,Technical,Low,True
4909,2339,2022-05-31,Technical,High,True
4910,2340,2021-08-23,Technical,Low,True
4911,2340,2023-07-02,Billing,High,True
4912,2340,2023-11-01,Technical,Low,False
4913,2340,2022-04-29,Feature Request,Medium,True
4914,2342,2024-06-14,Billing,Medium,True
4915,2342,2023-11-29,Billing,Low,False
4916,2343,2024-07-14,Bug,Low,False
4917,2343,2024-05-10,Feature Request,Medium,True
4918,2344,2022-05-10,Feature Request,Medium,True
4919,2344,2022-10-25,Feature Request,Low,True
4920,2344,2021-08-25,Billing,Medium,True
4921,2344,2024-04-03,Bug,Low,False
4922,2345,2022-07-02,Billing,Medium,False
4923,2347,2022-03-01,Feature Request,Medium,False
4924,2349,2023-05-30,Technical,Low,True
4925,2349,2021-07-17,Billing,Low,True
4926,2350,2020-12-01,Technical,Low,True
4927,2352,2022-11-28,Feature Request,Low,False
4928,2353,2024-06-16,Feature Request,Low,False
4929,2353,2024-07-28,Bug,High,True
4930,2353,2024-04-20,Technical,Low,False
4931,2354,2020-02-20,Bug,Medium,True
4932,2354,2020-02-09,Billing,Low,True
4933,2355,2023-05-13,Bug,Low,False
4934,2355,2021-09-02,Bug,Low,True
4935,2355,2020-10-06,Bug,Medium,True
4936,2355,2024-05-31,Technical,Medium,False
4937,2359,2022-08-12,Technical,Low,False
4938,2360,2024-03-06,Billing,High,False
4939,2361,2023-03-21,Technical,Low,True
4940,2361,2022-08-24,Billing,Medium,False
4941,2361,2023-11-24,Billing,High,True
4942,2362,2024-01-20,Bug,Medium,False
4943,2362,2024-06-21,Bug,High,False
4944,2362,2024-08-09,Feature Request,Low,False
4945,2363,2024-06-08,Bug,Medium,False
4946,2363,2022-09-04,Technical,Medium,True
4947,2363,2023-11-07,Technical,Low,True
4948,2363,2023-11-23,Feature Request,High,False
4949,2365,2023-04-17,Bug,Medium,False
4950,2365,2021-10-11,Technical,High,False
4951,2365,2022-11-19,Bug,Medium,True
4952,2366,2023-12-15,Bug,High,True
4953,2366,2024-03-20,Billing,Low,True
4954,2369,2021-11-22,Feature Request,Low,True
4955,2369,2023-10-08,Technical,Medium,True
4956,2369,2024-12-06,Technical,Low,True
4957,2370,2023-07-13,Billing,Medium,False
4958,2370,2021-12-24,Billing,Medium,False
4959,2370,2024-03-03,Technical,Medium,True
4960,2370,2021-03-13,Bug,Medium,True
4961,2371,2024-06-18,Billing,High,False
4962,2371,2024-05-16,Technical,Medium,True
4963,2371,2024-03-18,Billing,High,True
4964,2372,2021-08-09,Billing,Medium,False
4965,2372,2020-10-10,Bug,Medium,False
4966,2372,2021-03-05,Billing,Low,False
4967,2372,2024-02-28,Bug,Low,False
4968,2373,2023-09-16,Feature Request,Low,True
4969,2373,2023-04-23,Bug,High,True
4970,2373,2024-04-02,Technical,High,False
4971,2373,2023-05-20,Feature Request,Medium,True
4972,2374,2022-10-14,Technical,High,True
4973,2374,2023-10-14,Feature Request,Medium,True
4974,2374,2023-06-13,Bug,High,True
4975,2375,2023-06-10,Bug,Low,False
4976,2376,2023-10-19,Feature Request,Low,False
4977,2376,2023-07-08,Billing,Medium,True
4978,2376,2023-12-15,Bug,Low,True
4979,2377,2022-04-30,Billing,Medium,False
4980,2377,2024-09-04,Feature Request,Medium,False
4981,2377,2024-06-12,Technical,Medium,True
4982,2378,2021-03-17,Feature Request,High,True
4983,2378,2023-04-05,Technical,High,False
4984,2378,2023-01-13,Technical,Medium,True
4985,2379,2023-05-29,Technical,Low,False
4986,2379,2024-04-07,Feature Request,Medium,False
4987,2379,2023-08-04,Technical,High,True
4988,2379,2024-06-17,Bug,Low,False
4989,2380,2022-12-25,Feature Request,Low,True
4990,2380,2023-07-01,Feature Request,High,False
4991,2381,2024-02-17,Billing,Low,True
4992,2382,2024-10-18,Bug,Low,True
4993,2382,2022-11-27,Technical,Low,True
4994,2382,2023-04-03,Technical,Low,False
4995,2385,2024-11-28,Bug,Low,False
4996,2385,2020-07-19,Billing,Medium,False
4997,2385,2021-12-12,Billing,High,False
4998,2386,2023-04-15,Bug,Low,False
4999,2386,2022-08-18,Billing,Low,False
5000,2386,2023-06-21,Technical,Low,True
5001,2386,2022-03-20,Bug,Medium,False
5002,2387,2024-04-23,Billing,Medium,False
5003,2387,2024-07-29,Feature Request,High,False
5004,2387,2024-08-31,Billing,High,True
5005,2387,2023-12-20,Bug,Low,True
5006,2388,2024-08-03,Technical,Low,False
5007,2390,2022-11-11,Billing,Low,True
5008,2391,2023-04-23,Billing,Low,True
5009,2392,2020-05-14,Technical,Low,False
5010,2392,2020-04-17,Billing,High,True
5011,2392,2020-07-17,Feature Request,Medium,False
5012,2393,2021-01-28,Technical,Low,False
5013,2393,2020-12-23,Feature Request,Low,False
5014,2393,2021-01-29,Technical,Medium,False
